Producto;Precio;Año;Mes;Origen
TOMATE MAZARRON;1.36 €;2019;1;MecaMadrid
TOMATE RAF;4.02 €;2019;1;MecaMadrid
TOMATE EN RAMA;1.54 €;2019;1;MecaMadrid
TOMATE PERA;1.20 €;2019;1;MecaMadrid
TOMATE CHERRY;2.34 €;2019;1;MecaMadrid
TOMATE DANIELA;1.03 €;2019;1;MecaMadrid
TOMATE KUMATO;1.49 €;2019;1;MecaMadrid
YUCA;1.80 €;2019;1;MecaMadrid
ZANAHORIA EN RAMA;1.18 €;2019;1;MecaMadrid
ZANAHORIAS O CARLOTA NANT;0.45 €;2019;1;MecaMadrid
PATATA NUEVA;0.65 €;2019;1;MecaMadrid
PATATA AGRIA GRANEL;0.46 €;2019;1;MecaMadrid
PATATA BLANCA;0.41 €;2019;1;MecaMadrid
PATATA MONA LISA CONFECCI;0.60 €;2019;1;MecaMadrid
PATATA MONA LISA GRANEL;0.48 €;2019;1;MecaMadrid
PATATA ROJA;0.48 €;2019;1;MecaMadrid
ACEITUNAS;3.46 €;2019;2;MecaMadrid
AGUACATE HASS;3.26 €;2019;2;MecaMadrid
CAQUI ROJO BRILLANTE;0.93 €;2019;2;MecaMadrid
CAQUI SHARON;1.29 €;2019;2;MecaMadrid
CARAMBOLA;6.33 €;2019;2;MecaMadrid
CASTAÑA NACIONAL;2.00 €;2019;2;MecaMadrid
CEREZAS O.V.;10.00 €;2019;2;MecaMadrid
CHIRIMOYAS;2.48 €;2019;2;MecaMadrid
CIRUELAS MORADAS;2.24 €;2019;2;MecaMadrid
CIRUELA OTRA FAMILIA BLAC;2.66 €;2019;2;MecaMadrid
COCO EN SECO;1.00 €;2019;2;MecaMadrid
DATIL MEDJOUL;8.00 €;2019;2;MecaMadrid
FISALIS;8.00 €;2019;2;MecaMadrid
FRAMBUESAS;9.40 €;2019;2;MecaMadrid
FRESON;2.66 €;2019;2;MecaMadrid
ALMENDRA LARGUETA TOSTADA;8.50 €;2019;2;MecaMadrid
PANCHITO CON PIEL;2.40 €;2019;2;MecaMadrid
PISTACHO IRANI;12.50 €;2019;2;MecaMadrid
CACAHUETE SIN SAL;2.30 €;2019;2;MecaMadrid
CACAHUETE CON SAL;2.20 €;2019;2;MecaMadrid
PANCHITO SIN PIEL;2.50 €;2019;2;MecaMadrid
GRANADAS;1.06 €;2019;2;MecaMadrid
GROSELLA ROJA;15.00 €;2019;2;MecaMadrid
KIWI KIWIGOLD;4.13 €;2019;2;MecaMadrid
KIWI PULPA VERDE;2.21 €;2019;2;MecaMadrid
KUMKUAT;5.00 €;2019;2;MecaMadrid
LIMA;1.61 €;2019;2;MecaMadrid
LIMON PRIMAFIORI;0.87 €;2019;2;MecaMadrid
MANDARINAS HERNANDINA;0.88 €;2019;2;MecaMadrid
MANDARINAS CLEMENULES;0.64 €;2019;2;MecaMadrid
MANDARINA NADORCOTT;0.60 €;2019;2;MecaMadrid
MANDARINA ORRI;2.01 €;2019;2;MecaMadrid
MANDARINAS CLEMENVILLES;0.91 €;2019;2;MecaMadrid
MANGOS;2.09 €;2019;2;MecaMadrid
MANZANA ROYAL GALA;1.27 €;2019;2;MecaMadrid
MANZANA GRANNY SMITH;1.17 €;2019;2;MecaMadrid
MANZANAS REINETA;1.03 €;2019;2;MecaMadrid
MANZANAS GOLDEN;0.97 €;2019;2;MecaMadrid
MANZANA FUJI;1.11 €;2019;2;MecaMadrid
MANZANA PINK LADY;1.71 €;2019;2;MecaMadrid
MANZANAS STARKING;1.10 €;2019;2;MecaMadrid
MANZANAS VERDE DONCELLA;1.32 €;2019;2;MecaMadrid
MARACUYA;6.80 €;2019;2;MecaMadrid
MELOCOTONES AMARILLO;3.00 €;2019;2;MecaMadrid
MELONES GALIA;1.18 €;2019;2;MecaMadrid
MELONES CANTALOUP;1.20 €;2019;2;MecaMadrid
MELONES PIEL DE SAPO;1.27 €;2019;2;MecaMadrid
MORAS;14.40 €;2019;2;MecaMadrid
NARANJA NAVEL LATE;0.85 €;2019;2;MecaMadrid
NARANJA SALUSTIANA;0.44 €;2019;2;MecaMadrid
NARANJA LANE LATE;0.77 €;2019;2;MecaMadrid
NARANJA NAVELINA;0.43 €;2019;2;MecaMadrid
NARANJA SANGUINA;1.02 €;2019;2;MecaMadrid
NARANJAS NAVEL;0.53 €;2019;2;MecaMadrid
NECTARINA CARNE AMARILLA;2.42 €;2019;2;MecaMadrid
NUECES;3.30 €;2019;2;MecaMadrid
PAPAYA O.V.;2.89 €;2019;2;MecaMadrid
PERAS CONFERENCE;0.93 €;2019;2;MecaMadrid
PERAS BLANQUILLAS;1.07 €;2019;2;MecaMadrid
PERAS DOYAN DE COMICE;1.33 €;2019;2;MecaMadrid
PERAS ERCOLINI;3.16 €;2019;2;MecaMadrid
PIÑA GOLDEN SWEET;1.08 €;2019;2;MecaMadrid
PLATANOS EXTRA;1.30 €;2019;2;MecaMadrid
PLATANO IMPORT. O BANANA;0.82 €;2019;2;MecaMadrid
PLATANO MACHO;0.82 €;2019;2;MecaMadrid
POMELO ROJO;0.86 €;2019;2;MecaMadrid
SANDIA SIN SEMILLA;1.10 €;2019;2;MecaMadrid
UVA ALEDO;1.50 €;2019;2;MecaMadrid
UVA SIN SEMILLA NEGRA;2.14 €;2019;2;MecaMadrid
UVA RED GLOBER;1.96 €;2019;2;MecaMadrid
UVA SIN SEMILLA BLANCA;2.24 €;2019;2;MecaMadrid
UVA VICTORIA;2.24 €;2019;2;MecaMadrid
ACELGAS;0.71 €;2019;2;MecaMadrid
AJO TIERNO;6.25 €;2019;2;MecaMadrid
AJOS SECOS;1.58 €;2019;2;MecaMadrid
ALCACHOFAS DE LEVANTE;1.22 €;2019;2;MecaMadrid
APIO VERDE;0.74 €;2019;2;MecaMadrid
APIONABO;1.00 €;2019;2;MecaMadrid
BATATAS YEMA DE HUEVO;1.20 €;2019;2;MecaMadrid
BERENJENAS MORADAS;1.11 €;2019;2;MecaMadrid
BONIATOS;1.17 €;2019;2;MecaMadrid
BORRAJAS O.V.;1.57 €;2019;2;MecaMadrid
BROCOLI;1.15 €;2019;2;MecaMadrid
CALABACIN VERDE;0.83 €;2019;2;MecaMadrid
CALABAZAS VIOLIN;0.60 €;2019;2;MecaMadrid
CALABAZA O.V.;0.69 €;2019;2;MecaMadrid
CARDOS;1.50 €;2019;2;MecaMadrid
CARLOTAS;0.01 €;2019;2;MecaMadrid
CEBOLLA FRANCESA/ECHALOTE;1.86 €;2019;2;MecaMadrid
CEBOLLA GRANO DE ORO;0.54 €;2019;2;MecaMadrid
CEBOLLA MORADA;0.92 €;2019;2;MecaMadrid
CEBOLLA CALÇOTS;1.94 €;2019;2;MecaMadrid
CEBOLLA TIERNA;1.74 €;2019;2;MecaMadrid
CEBOLLA BLANCA DULCE;0.87 €;2019;2;MecaMadrid
CHAMPIÑON;1.62 €;2019;2;MecaMadrid
CHIRIVIAS;1.25 €;2019;2;MecaMadrid
COLES DE BRUSELAS;1.31 €;2019;2;MecaMadrid
COLES-REPOLLO;0.63 €;2019;2;MecaMadrid
COL CHINA;1.06 €;2019;2;MecaMadrid
COLIFLOR;1.59 €;2019;2;MecaMadrid
CONGELADOS VEGEALES;0.00 €;2019;2;MecaMadrid
CONSERVAS VEGETALES;0.00 €;2019;2;MecaMadrid
CUARTA GAMA HORTALIZAS;0.00 €;2019;2;MecaMadrid
ELABORADOS VEGETALES;0.00 €;2019;2;MecaMadrid
ENDIBIA;1.00 €;2019;2;MecaMadrid
ACHICORIA;1.08 €;2019;2;MecaMadrid
ESCAROLAS;0.72 €;2019;2;MecaMadrid
ESPARRAGO VERDE;4.98 €;2019;2;MecaMadrid
ESPARRAGOS BLANCOS;9.09 €;2019;2;MecaMadrid
ESPINACAS;1.47 €;2019;2;MecaMadrid
GRELOS;0.75 €;2019;2;MecaMadrid
GUINDILLAS ROJAS;1.40 €;2019;2;MecaMadrid
GUINDILLAS VERDES;1.25 €;2019;2;MecaMadrid
GUISANTES;2.82 €;2019;2;MecaMadrid
HABAS VERDES;1.45 €;2019;2;MecaMadrid
HINOJO;1.46 €;2019;2;MecaMadrid
JENGIBRE;2.24 €;2019;2;MecaMadrid
JUDIA VERDE HELDA;4.45 €;2019;2;MecaMadrid
JUDIAS VERDES GARRAFAL;7.11 €;2019;2;MecaMadrid
JUDIA VERDE BOBY;4.74 €;2019;2;MecaMadrid
LAUREL;0.42 €;2019;2;MecaMadrid
LECHUGA HOJA DE ROBLE;0.59 €;2019;2;MecaMadrid
LECHUGAS ROMANAS;0.49 €;2019;2;MecaMadrid
LECHUGA BATAVIA;0.39 €;2019;2;MecaMadrid
LECHUGA TROCADERO;0.67 €;2019;2;MecaMadrid
LECHUGA LOLLO ROSSO;0.60 €;2019;2;MecaMadrid
LECHUGAS ICEBERG;0.37 €;2019;2;MecaMadrid
COL LOMBARDA;0.99 €;2019;2;MecaMadrid
MAIZ;3.55 €;2019;2;MecaMadrid
NABOS;0.70 €;2019;2;MecaMadrid
PEPINO CORTO TIPO ESPAÑOL;1.35 €;2019;2;MecaMadrid
PEREJIL;0.94 €;2019;2;MecaMadrid
PIMIENTOS LAMUYOS;1.34 €;2019;2;MecaMadrid
PIMIENTO DE PADRON;2.52 €;2019;2;MecaMadrid
PIMIENTO VERDE ITALIANO;1.42 €;2019;2;MecaMadrid
PIMIENTOS ROJOS;1.56 €;2019;2;MecaMadrid
PUERROS;1.10 €;2019;2;MecaMadrid
RABANILLAS;0.00 €;2019;2;MecaMadrid
RABANOS;0.67 €;2019;2;MecaMadrid
REMOLACHA;1.70 €;2019;2;MecaMadrid
ROMANESCU;2.50 €;2019;2;MecaMadrid
SETAS DE CULTIVO;2.03 €;2019;2;MecaMadrid
SETA DE CARDO;11.78 €;2019;2;MecaMadrid
SETA SHII-TAKE;5.00 €;2019;2;MecaMadrid
TIRABEQUES;4.38 €;2019;2;MecaMadrid
TOMATE MAZARRON;1.23 €;2019;2;MecaMadrid
TOMATE RAF;3.63 €;2019;2;MecaMadrid
TOMATE EN RAMA;1.17 €;2019;2;MecaMadrid
TOMATE PERA;0.99 €;2019;2;MecaMadrid
TOMATE CHERRY;1.95 €;2019;2;MecaMadrid
TOMATE DANIELA;0.81 €;2019;2;MecaMadrid
TOMATE KUMATO;1.26 €;2019;2;MecaMadrid
YUCA;1.48 €;2019;2;MecaMadrid
ZANAHORIA EN RAMA;1.18 €;2019;2;MecaMadrid
ZANAHORIAS O CARLOTA NANT;0.49 €;2019;2;MecaMadrid
PATATA NUEVA;0.63 €;2019;2;MecaMadrid
PATATA MONA LISA CONFECCI;0.61 €;2019;2;MecaMadrid
PATATA AGRIA GRANEL;0.52 €;2019;2;MecaMadrid
PATATA BLANCA;0.43 €;2019;2;MecaMadrid
PATATA ROJA;0.51 €;2019;2;MecaMadrid
ACEITUNAS;0.00 €;2019;2;MecaMadrid
ACEITUNAS;3.46 €;2019;3;MecaMadrid
AGUACATE HASS;2.12 €;2019;3;MecaMadrid
CAQUI ROJO BRILLANTE;1.50 €;2019;3;MecaMadrid
CAQUI SHARON;1.50 €;2019;3;MecaMadrid
CARAMBOLA;6.33 €;2019;3;MecaMadrid
CASTAÑA NACIONAL;2.00 €;2019;3;MecaMadrid
CEREZAS O.V.;36.67 €;2019;3;MecaMadrid
CHIRIMOYAS;2.56 €;2019;3;MecaMadrid
CIRUELAS MORADAS;2.12 €;2019;3;MecaMadrid
CIRUELA OTRA FAMILIA BLAC;2.31 €;2019;3;MecaMadrid
COCO EN SECO;1.19 €;2019;3;MecaMadrid
DATIL MEDJOUL;8.00 €;2019;3;MecaMadrid
FISALIS;7.60 €;2019;3;MecaMadrid
FRAMBUESAS;12.00 €;2019;3;MecaMadrid
FRESON;1.46 €;2019;3;MecaMadrid
FRUTA DE LA PASION;6.50 €;2019;3;MecaMadrid
ALMENDRA LARGUETA TOSTADA;8.50 €;2019;3;MecaMadrid
PANCHITO CON PIEL;2.40 €;2019;3;MecaMadrid
PISTACHO IRANI;12.50 €;2019;3;MecaMadrid
CACAHUETE SIN SAL;2.30 €;2019;3;MecaMadrid
CACAHUETE CON SAL;2.20 €;2019;3;MecaMadrid
PANCHITO SIN PIEL;2.50 €;2019;3;MecaMadrid
GRANADAS;1.00 €;2019;3;MecaMadrid
GROSELLA ROJA;20.00 €;2019;3;MecaMadrid
GUAYABOS;5.33 €;2019;3;MecaMadrid
KIWI KIWIGOLD;6.51 €;2019;3;MecaMadrid
KIWI PULPA VERDE;1.89 €;2019;3;MecaMadrid
LIMA;2.00 €;2019;3;MecaMadrid
LIMON PRIMAFIORI;0.72 €;2019;3;MecaMadrid
MANDARINAS FORTUNA;1.06 €;2019;3;MecaMadrid
MANDARINAS HERNANDINA;0.70 €;2019;3;MecaMadrid
MANDARINA NADORCOTT;0.85 €;2019;3;MecaMadrid
MANDARINA ORRI;1.50 €;2019;3;MecaMadrid
MANDARINA ORTANIQUE;0.60 €;2019;3;MecaMadrid
MANDARINAS CLEMENVILLES;0.92 €;2019;3;MecaMadrid
MANGOS;2.13 €;2019;3;MecaMadrid
MANZANA ROYAL GALA;1.15 €;2019;3;MecaMadrid
MANZANA GRANNY SMITH;1.18 €;2019;3;MecaMadrid
MANZANAS REINETA;1.24 €;2019;3;MecaMadrid
MANZANA FUJI;1.33 €;2019;3;MecaMadrid
MANZANA PINK LADY;1.74 €;2019;3;MecaMadrid
MANZANAS STARKING;1.09 €;2019;3;MecaMadrid
MANZANAS VERDE DONCELLA;1.82 €;2019;3;MecaMadrid
MANZANAS GOLDEN;1.01 €;2019;3;MecaMadrid
MARACUYA;6.80 €;2019;3;MecaMadrid
MELOCOTONES AMARILLO;3.43 €;2019;3;MecaMadrid
MELONES CANTALOUP;1.24 €;2019;3;MecaMadrid
MELONES GALIA;1.29 €;2019;3;MecaMadrid
MELONES PIEL DE SAPO;1.43 €;2019;3;MecaMadrid
MORAS;14.40 €;2019;3;MecaMadrid
NARANJA NAVEL LATE;0.65 €;2019;3;MecaMadrid
NARANJA SALUSTIANA;0.39 €;2019;3;MecaMadrid
NARANJA LANE LATE;0.67 €;2019;3;MecaMadrid
NARANJA SANGUINA;0.90 €;2019;3;MecaMadrid
NECTARINA CARNE AMARILLA;2.07 €;2019;3;MecaMadrid
NISPEROS;3.38 €;2019;3;MecaMadrid
NUECES;3.30 €;2019;3;MecaMadrid
PAPAYA O.V.;2.89 €;2019;3;MecaMadrid
PERAS CONFERENCE;0.95 €;2019;3;MecaMadrid
PERAS BLANQUILLAS;1.08 €;2019;3;MecaMadrid
PERAS DOYAN DE COMICE;1.41 €;2019;3;MecaMadrid
PERAS ERCOLINI;2.47 €;2019;3;MecaMadrid
PIÑA GOLDEN SWEET;1.13 €;2019;3;MecaMadrid
PITAHAYA AMARILLA;9.33 €;2019;3;MecaMadrid
PITAHAYA ROJA;8.33 €;2019;3;MecaMadrid
PLATANOS EXTRA;1.29 €;2019;3;MecaMadrid
PLATANO IMPORT. O BANANA;0.85 €;2019;3;MecaMadrid
PLATANO MACHO;0.80 €;2019;3;MecaMadrid
POMELO ROJO;0.84 €;2019;3;MecaMadrid
RAMBUTAN;12.00 €;2019;3;MecaMadrid
SANDIA CON SEMILLA;0.83 €;2019;3;MecaMadrid
SANDIA SIN SEMILLA;1.38 €;2019;3;MecaMadrid
TAMARINDO;5.00 €;2019;3;MecaMadrid
UVA SIN SEMILLA NEGRA;1.94 €;2019;3;MecaMadrid
UVA RED GLOBER;1.84 €;2019;3;MecaMadrid
UVA SIN SEMILLA BLANCA;2.16 €;2019;3;MecaMadrid
UVA VICTORIA;2.06 €;2019;3;MecaMadrid
ACELGAS;0.53 €;2019;3;MecaMadrid
AJOS SECOS;1.50 €;2019;3;MecaMadrid
AJO TIERNO;5.19 €;2019;3;MecaMadrid
ALCACHOFAS DE LEVANTE;0.96 €;2019;3;MecaMadrid
ALCACHOFA BLANCA TUDELA;1.43 €;2019;3;MecaMadrid
APIONABO;1.00 €;2019;3;MecaMadrid
APIO VERDE;0.75 €;2019;3;MecaMadrid
BATATAS YEMA DE HUEVO;1.20 €;2019;3;MecaMadrid
BERENJENAS MORADAS;0.70 €;2019;3;MecaMadrid
BERROS;8.33 €;2019;3;MecaMadrid
BONIATOS;1.20 €;2019;3;MecaMadrid
BORRAJAS O.V.;1.60 €;2019;3;MecaMadrid
BROCOLI;1.15 €;2019;3;MecaMadrid
CALABACIN VERDE;0.62 €;2019;3;MecaMadrid
CALABAZA O.V.;0.70 €;2019;3;MecaMadrid
CALABAZAS VIOLIN;0.60 €;2019;3;MecaMadrid
CARDOS;1.50 €;2019;3;MecaMadrid
CARLOTAS;0.01 €;2019;3;MecaMadrid
CEBOLLA FRANCESA/ECHALOTE;2.47 €;2019;3;MecaMadrid
CEBOLLA GRANO DE ORO;0.56 €;2019;3;MecaMadrid
CEBOLLA MORADA;0.92 €;2019;3;MecaMadrid
CEBOLLA CALÇOTS;1.94 €;2019;3;MecaMadrid
CEBOLLA TIERNA;1.00 €;2019;3;MecaMadrid
CEBOLLA BLANCA DULCE;0.91 €;2019;3;MecaMadrid
CHAMPIÑON;1.92 €;2019;3;MecaMadrid
CHIRIVIAS;1.25 €;2019;3;MecaMadrid
COLES DE BRUSELAS;1.27 €;2019;3;MecaMadrid
COLES-REPOLLO;0.51 €;2019;3;MecaMadrid
COL CHINA;1.02 €;2019;3;MecaMadrid
COLIFLOR;1.40 €;2019;3;MecaMadrid
CONGELADOS VEGEALES;0.00 €;2019;3;MecaMadrid
CONSERVAS VEGETALES;0.00 €;2019;3;MecaMadrid
CUARTA GAMA HORTALIZAS;0.00 €;2019;3;MecaMadrid
ELABORADOS VEGETALES;0.00 €;2019;3;MecaMadrid
ACHICORIA;1.00 €;2019;3;MecaMadrid
ENDIBIA;1.00 €;2019;3;MecaMadrid
ESCAROLAS;0.61 €;2019;3;MecaMadrid
ESPARRAGO VERDE;4.08 €;2019;3;MecaMadrid
ESPARRAGOS BLANCOS;8.16 €;2019;3;MecaMadrid
ESPINACAS;1.50 €;2019;3;MecaMadrid
GRELOS;0.75 €;2019;3;MecaMadrid
GUINDILLAS ROJAS;1.40 €;2019;3;MecaMadrid
GUINDILLAS VERDES;1.25 €;2019;3;MecaMadrid
GUISANTES;2.37 €;2019;3;MecaMadrid
HABAS VERDES;1.27 €;2019;3;MecaMadrid
HINOJO;1.50 €;2019;3;MecaMadrid
JENGIBRE;2.45 €;2019;3;MecaMadrid
JUDIA VERDE HELDA;1.69 €;2019;3;MecaMadrid
JUDIA VERDE BOBY;2.53 €;2019;3;MecaMadrid
JUDIAS VERDES GARRAFAL;6.76 €;2019;3;MecaMadrid
LAUREL;0.42 €;2019;3;MecaMadrid
LECHUGA HOJA DE ROBLE;0.53 €;2019;3;MecaMadrid
LECHUGAS ROMANAS;0.41 €;2019;3;MecaMadrid
LECHUGA BATAVIA;0.28 €;2019;3;MecaMadrid
LECHUGA TROCADERO;0.59 €;2019;3;MecaMadrid
LECHUGA LOLLO ROSSO;0.54 €;2019;3;MecaMadrid
LECHUGAS ICEBERG;0.32 €;2019;3;MecaMadrid
COL LOMBARDA;0.99 €;2019;3;MecaMadrid
MACHE O BERROS;8.33 €;2019;3;MecaMadrid
MAIZ;3.55 €;2019;3;MecaMadrid
NABOS;0.70 €;2019;3;MecaMadrid
YAME O ÑAME;1.50 €;2019;3;MecaMadrid
PEPINO CORTO TIPO ESPAÑOL;1.41 €;2019;3;MecaMadrid
PEREJIL;0.94 €;2019;3;MecaMadrid
PIMIENTOS LAMUYOS;1.52 €;2019;3;MecaMadrid
PIMIENTO DE PADRON;2.01 €;2019;3;MecaMadrid
PIMIENTO VERDE ITALIANO;1.70 €;2019;3;MecaMadrid
PIMIENTOS ROJOS;1.60 €;2019;3;MecaMadrid
PUERROS;0.96 €;2019;3;MecaMadrid
RABANILLAS;0.00 €;2019;3;MecaMadrid
RABANOS;0.67 €;2019;3;MecaMadrid
REMOLACHA;1.67 €;2019;3;MecaMadrid
ROMANESCU;2.75 €;2019;3;MecaMadrid
SETAS DE CULTIVO;2.58 €;2019;3;MecaMadrid
SETA DE CARDO;10.68 €;2019;3;MecaMadrid
SETA SHII-TAKE;5.00 €;2019;3;MecaMadrid
TIRABEQUES;3.04 €;2019;3;MecaMadrid
TOMATE MAZARRON;1.44 €;2019;3;MecaMadrid
TOMATE RAF;4.10 €;2019;3;MecaMadrid
TOMATE EN RAMA;1.16 €;2019;3;MecaMadrid
TOMATE PERA;1.09 €;2019;3;MecaMadrid
TOMATE CHERRY;1.95 €;2019;3;MecaMadrid
TOMATE DANIELA;1.03 €;2019;3;MecaMadrid
TOMATE KUMATO;1.28 €;2019;3;MecaMadrid
YUCA;1.45 €;2019;3;MecaMadrid
ZANAHORIA EN RAMA;1.18 €;2019;3;MecaMadrid
ZANAHORIAS O CARLOTA NANT;0.50 €;2019;3;MecaMadrid
PATATA NUEVA;0.56 €;2019;3;MecaMadrid
PATATA AGRIA GRANEL;0.53 €;2019;3;MecaMadrid
PATATA BLANCA;0.45 €;2019;3;MecaMadrid
PATATA MONA LISA CONFECCI;0.61 €;2019;3;MecaMadrid
PATATA ROJA;0.51 €;2019;3;MecaMadrid
ACEITUNAS;0.00 €;2019;3;MecaMadrid
ACEITUNAS;3.46 €;2019;4;MecaMadrid
AGUACATE HASS;2.87 €;2019;4;MecaMadrid
ALBARICOQUE COMUN;3.17 €;2019;4;MecaMadrid
CARAMBOLA;8.00 €;2019;4;MecaMadrid
CEREZAS O.V.;16.63 €;2019;4;MecaMadrid
CHIRIMOYAS;2.11 €;2019;4;MecaMadrid
CIRUELAS MORADAS;1.57 €;2019;4;MecaMadrid
CIRUELA OTRA FAMILIA BLAC;2.50 €;2019;4;MecaMadrid
COCO EN SECO;1.56 €;2019;4;MecaMadrid
CUARTA GAMA FRUTAS;0.00 €;2019;4;MecaMadrid
DATIL MEDJOUL;8.00 €;2019;4;MecaMadrid
FRAMBUESAS;12.00 €;2019;4;MecaMadrid
FRESON;1.30 €;2019;4;MecaMadrid
CACAHUETE CON SAL;2.20 €;2019;4;MecaMadrid
PANCHITO SIN PIEL;2.50 €;2019;4;MecaMadrid
CACAHUETE SIN SAL;2.30 €;2019;4;MecaMadrid
ALMENDRA LARGUETA TOSTADA;8.50 €;2019;4;MecaMadrid
PANCHITO CON PIEL;2.40 €;2019;4;MecaMadrid
PISTACHO IRANI;12.50 €;2019;4;MecaMadrid
GRANADAS;1.78 €;2019;4;MecaMadrid
KIWI KIWIGOLD;5.86 €;2019;4;MecaMadrid
KIWI PULPA VERDE;2.01 €;2019;4;MecaMadrid
LIMA;2.23 €;2019;4;MecaMadrid
LIMON PRIMAFIORI;0.73 €;2019;4;MecaMadrid
MANDARINAS FORTUNA;0.70 €;2019;4;MecaMadrid
MANDARINAS HERNANDINA;0.60 €;2019;4;MecaMadrid
MANDARINA ORRI;1.61 €;2019;4;MecaMadrid
MANDARINA ORTANIQUE;0.54 €;2019;4;MecaMadrid
MANDARINA NADORCOTT;0.96 €;2019;4;MecaMadrid
MANGOS;2.68 €;2019;4;MecaMadrid
MANZANA ROYAL GALA;1.25 €;2019;4;MecaMadrid
MANZANA GRANNY SMITH;1.20 €;2019;4;MecaMadrid
MANZANAS REINETA;1.47 €;2019;4;MecaMadrid
MANZANAS GOLDEN;0.65 €;2019;4;MecaMadrid
MANZANA FUJI;1.22 €;2019;4;MecaMadrid
MANZANA PINK LADY;1.93 €;2019;4;MecaMadrid
MANZANAS STARKING;1.17 €;2019;4;MecaMadrid
MANZANAS VERDE DONCELLA;2.47 €;2019;4;MecaMadrid
MARACUYA;6.80 €;2019;4;MecaMadrid
MELOCOTONES AMARILLO;2.53 €;2019;4;MecaMadrid
MELOCOTON ROJO;2.05 €;2019;4;MecaMadrid
MELONES GALIA;1.44 €;2019;4;MecaMadrid
MELONES CANTALOUP;1.45 €;2019;4;MecaMadrid
MELONES PIEL DE SAPO;1.62 €;2019;4;MecaMadrid
MORAS;14.40 €;2019;4;MecaMadrid
NARANJA NAVEL LATE;0.69 €;2019;4;MecaMadrid
NARANJA SANGUINA;0.96 €;2019;4;MecaMadrid
NARANJA SALUSTIANA;0.36 €;2019;4;MecaMadrid
NARANJA LANE LATE;0.77 €;2019;4;MecaMadrid
NECTARINA CARNE AMARILLA;2.12 €;2019;4;MecaMadrid
NISPEROS;2.58 €;2019;4;MecaMadrid
NUECES;3.30 €;2019;4;MecaMadrid
OCRA;5.50 €;2019;4;MecaMadrid
PAPAYA O.V.;2.89 €;2019;4;MecaMadrid
PARAGUAYAS;2.90 €;2019;4;MecaMadrid
PERAS CONFERENCE;1.09 €;2019;4;MecaMadrid
PERAS BLANQUILLAS;1.27 €;2019;4;MecaMadrid
PERAS DOYAN DE COMICE;1.45 €;2019;4;MecaMadrid
PERAS ERCOLINI;2.40 €;2019;4;MecaMadrid
PIÑA GOLDEN SWEET;1.25 €;2019;4;MecaMadrid
PITAHAYA AMARILLA;8.67 €;2019;4;MecaMadrid
PITAHAYA ROJA;8.67 €;2019;4;MecaMadrid
PLATANOS EXTRA;0.83 €;2019;4;MecaMadrid
PLATANO MACHO;0.98 €;2019;4;MecaMadrid
PLATANO IMPORT. O BANANA;0.79 €;2019;4;MecaMadrid
POMELO ROJO;0.92 €;2019;4;MecaMadrid
SANDIA CON SEMILLA;0.86 €;2019;4;MecaMadrid
SANDIA SIN SEMILLA;1.25 €;2019;4;MecaMadrid
UVA SIN SEMILLA NEGRA;2.38 €;2019;4;MecaMadrid
UVA RED GLOBER;1.72 €;2019;4;MecaMadrid
UVA SIN SEMILLA BLANCA;2.36 €;2019;4;MecaMadrid
UVA VICTORIA;2.00 €;2019;4;MecaMadrid
ACELGAS;0.65 €;2019;4;MecaMadrid
AJO TIERNO;4.86 €;2019;4;MecaMadrid
AJOS SECOS;1.58 €;2019;4;MecaMadrid
ALCACHOFA BLANCA TUDELA;1.24 €;2019;4;MecaMadrid
ALCACHOFAS DE LEVANTE;0.98 €;2019;4;MecaMadrid
APIO VERDE;0.67 €;2019;4;MecaMadrid
APIONABO;1.00 €;2019;4;MecaMadrid
BATATAS YEMA DE HUEVO;1.24 €;2019;4;MecaMadrid
BERENJENAS MORADAS;0.80 €;2019;4;MecaMadrid
BERROS;11.00 €;2019;4;MecaMadrid
BONIATOS;1.45 €;2019;4;MecaMadrid
BORRAJAS O.V.;2.00 €;2019;4;MecaMadrid
BROCOLI;1.59 €;2019;4;MecaMadrid
CALABACIN VERDE;0.76 €;2019;4;MecaMadrid
CALABAZAS VIOLIN;0.73 €;2019;4;MecaMadrid
CALABAZA O.V.;0.53 €;2019;4;MecaMadrid
CARDOS;1.50 €;2019;4;MecaMadrid
CARLOTAS;0.01 €;2019;4;MecaMadrid
CEBOLLA FRANCESA/ECHALOTE;1.97 €;2019;4;MecaMadrid
CEBOLLA GRANO DE ORO;0.58 €;2019;4;MecaMadrid
CEBOLLA MORADA;0.98 €;2019;4;MecaMadrid
CEBOLLA CALÇOTS;2.45 €;2019;4;MecaMadrid
CEBOLLA TIERNA;0.76 €;2019;4;MecaMadrid
CEBOLLA BLANCA DULCE;1.02 €;2019;4;MecaMadrid
CHAMPIÑON;1.64 €;2019;4;MecaMadrid
CHIRIVIAS;1.25 €;2019;4;MecaMadrid
COLES DE BRUSELAS;0.88 €;2019;4;MecaMadrid
COLES-REPOLLO;0.51 €;2019;4;MecaMadrid
COL CHINA;0.96 €;2019;4;MecaMadrid
COLIFLOR;1.74 €;2019;4;MecaMadrid
CONGELADOS VEGEALES;0.00 €;2019;4;MecaMadrid
CONSERVAS VEGETALES;0.00 €;2019;4;MecaMadrid
CUARTA GAMA HORTALIZAS;0.00 €;2019;4;MecaMadrid
ELABORADOS VEGETALES;0.00 €;2019;4;MecaMadrid
